product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
271,Natures Best,Natures Best Family Size Laundry Detergent,NB-00271-Z,7.64,3.97,1.63,Yes,No
272,Crystal Springs,Crystal Springs Original Shrimp,CS-00272-G,13.04,6.28,2.36,No,No
273,Farmhouse Select,Farmhouse Select Deluxe Ham,FS-00273-J,10.56,5.12,3.22,Yes,No
274,Truetaste,Truetaste Extra Crunchy Tuna,T-00274-D,15.86,9.99,0.99,No,No
275,Natures Best,Natures Best Lite Donuts,NB-00275-H,5.34,2.52,1.2,Yes,No
276,Natures Best,Natures Best Reduced Fat Onions,NB-00276-C,2.7,2.42,1.41,No,No
277,Meadowbrook,Meadowbrook Value Pack Dish Soap,M-00277-A,10.27,4.15,3.05,No,No
278,Natures Best,Natures Best Original Waffles,NB-00278-N,4.57,2.98,1.15,Yes,No
279,Silver Creek,Silver Creek Fresh Juice,SC-00279-D,5.01,2.24,0.75,No,No
280,Ecoharvest,Ecoharvest Organic Pretzels,E-00280-M,3.61,1.33,0.93,No,No
281,Family Choice,Family Choice Value Pack Toothpaste,FC-00281-D,6.96,2.85,1.12,Yes,No
282,Coastal Fresh,Coastal Fresh Organic Laundry Detergent,CF-00282-X,10.88,5.76,1.34,No,No
283,Farmhouse Select,Farmhouse Select Gourmet Bacon,fs-00283-z,5.23,2.37,1.49,No,Yes
284,Bluepeak,Bluepeak Fresh Bar Soap,B-00284-K,8.55,3.65,0.91,No,No
285,Crystal Springs,Crystal Springs Deluxe Bacon,CS-00285-I,10.8,2.42,1.54,No,No
286,Golden Valley,Golden Valley Classic Bar Soap,GV-00286-Z,3.16,1.69,0.39,No,No
287,Coastal Fresh,Coastal Fresh Extra Crunchy Apples,CF-00287-Q,1.17,0.76,1.34,No,No
288,Meadowbrook,Meadowbrook Extra Crunchy Aluminum Foil,M-00288-Z,2.21,1.29,3.19,No,No
289,Bluepeak,Bluepeak Organic Salmon Fillet,B-00289-D,13.27,7.49,0.52,Yes,No
290,Natures Best,Natures Best Fresh Ham,nb-00290-i,10.27,3.94,1.07,No,No
291,Crystal Springs,Crystal Springs Low Sodium Shrimp,CS-00291-Z,12.18,5.7,1.26,Yes,No
292,Hilltop Farms,Hilltop Farms Lite Toothpaste,HF-00292-B,10.08,4.56,0.84,Yes,No
293,Bluepeak,Bluepeak Lite Juice,B-00293-U,6.18,2.64,1.32,No,No
294,Everyday Basics,Everyday Basics Jumbo Coffee,EB-00294-Q,5.93,3.78,0.7,Yes,No
295,Hilltop Farms,Hilltop Farms Lite Frozen Pizza,HF-00295-S,8.44,4.8,1.1,Yes,No
296,Family Choice,Family Choice Lite Waffles,FC-00296-Y,8.49,5.43,1.46,Yes,No
297,Golden Valley,Golden Valley Low Sodium Sausage,GV-00297-F,3.12,1.87,2.68,No,No
298,Pure Origins,Pure Origins Traditional Ice Cream,PO-00298-R,8.49,5.64,1.39,Yes,No
299,Prime Select,Prime Select Value Pack Dish Soap,PS-00299-S,2.23,0.92,1.51,No,No
300,Natures Best,Natures Best Fresh Tea,NB-00300-L,1.95,0.87,2.48,Yes,No
301,Coastal Fresh,Coastal Fresh Family Size Cream,CF-00301-D,4.96,2.25,0.54,No,No
302,Golden Harvest,Golden Harvest Extra Crunchy Tea,GH-00302-T,2.36,1.12,2.97,Yes,No
303,Meadowbrook,Meadowbrook Deluxe Cream,M-00303-H,6.48,2.94,1.28,Yes,No
304,Ecoharvest,Ecoharvest Organic Carrots,E-00304-T,2.94,1.89,1.09,No,No
305,Heritage Foods,Heritage Foods Traditional Deodorant,HF-00305-T,4.21,2.35,1.07,Yes,No
306,Coastal Fresh,Coastal Fresh Value Pack Trash Bags,cf-00306-w,9.09,5.89,1.72,Yes,No
307,Ecoharvest,Ecoharvest Classic Onions,E-00307-I,1.79,1.17,1.62,Yes,No
308,Bluepeak,Bluepeak Classic Bacon,B-00308-G,5.34,2.83,2.91,Yes,Yes
309,Natures Best,Natures Best Extra Crunchy Butter,NB-00309-X,3.25,1.78,2.29,No,Yes
310,Urban Pantry,Urban Pantry Original Waffles,UP-00310-R,3.12,1.61,2.55,Yes,No
311,Greenleaf,Greenleaf Reduced Fat Vitamins,g-00311-y,9.36,6.07,1.12,No,No
312,Greenleaf,Greenleaf Deluxe Dish Soap,G-00312-N,3.56,2.19,1.31,No,No
313,Hilltop Farms,Hilltop Farms Fresh Cookies,hf-00313-f,4.71,2.44,0.22,Yes,No
314,Farmhouse Select,Farmhouse Select Family Size Frozen Vegetables,FS-00314-P,4.78,3.02,2.39,Yes,No
315,Meadowbrook,Meadowbrook Traditional Tortilla Chips,M-00315-V,3.75,2.52,0.68,Yes,No
316,Everyday Basics,Everyday Basics Value Pack Tomatoes,EB-00316-L,2.28,0.82,1.21,No,No
317,Northern Mills,Northern Mills Extra Crunchy Tea,NM-00317-U,5.65,3.19,1.44,No,No
318,Premium Choice,Premium Choice Family Size Laundry Detergent,PC-00318-A,10.65,6.93,3.41,No,No
319,Value Plus,Value Plus Deluxe Deodorant,VP-00319-C,6.89,4.03,0.91,No,No
320,Prime Select,Prime Select Traditional Juice,PS-00320-L,7.93,4.53,0.55,Yes,No
321,Meadowbrook,Meadowbrook Classic Vitamins,M-00321-K,8.91,5.97,1.09,No,No
322,Everyday Basics,Everyday Basics Mini Paper Towels,EB-00322-S,4.2,2.45,2.53,Yes,No
323,Silver Creek,Silver Creek Family Size Ice Cream,SC-00323-U,7.84,3.33,1.34,No,No
324,Prime Select,Prime Select Traditional Pork Chops,PS-00324-Z,10.96,5.56,3.38,No,Yes
325,American Classic,American Classic Reduced Fat Cheese,AC-00325-A,2.1,1.04,2.22,Yes,No
326,Pure Origins,Pure Origins Family Size Cod,PO-00326-W,13.18,8.0,1.62,Yes,No
327,Premium Choice,Premium Choice Reduced Fat Popcorn,PC-00327-O,3.3,1.69,0.94,No,No
328,Natures Best,Natures Best Traditional Paper Towels,NB-00328-U,6.96,4.63,1.14,Yes,No
329,Coastal Fresh,Coastal Fresh Family Size Lotion,CF-00329-R,6.65,3.26,0.29,No,No
330,Truetaste,Truetaste Classic Donuts,T-00330-L,5.24,2.98,1.21,No,No
331,Coastal Fresh,Coastal Fresh Jumbo Potato Chips,CF-00331-C,4.82,2.42,1.34,Yes,No
332,Coastal Fresh,Coastal Fresh Jumbo Rolls,CF-00332-Y,2.38,1.64,0.6,Yes,No
333,Heritage Foods,Heritage Foods Low Sodium Trash Bags,HF-00333-V,9.97,3.67,1.29,No,No
334,Silver Creek,Silver Creek Jumbo Shrimp,SC-00334-P,11.71,4.18,2.5,Yes,No
335,Truetaste,Truetaste Classic Aluminum Foil,T-00335-G,4.0,1.4,1.83,Yes,No
336,Pure Origins,Pure Origins Original Tomatoes,PO-00336-M,0.62,0.27,0.57,No,No
337,Wholesome Co,Wholesome Co Fresh Laundry Detergent,WC-00337-W,4.99,2.39,3.71,Yes,No
338,Heritage Foods,Heritage Foods Organic Cookies,HF-00338-W,2.6,1.02,0.88,Yes,No
339,Value Plus,Value Plus Deluxe Tuna,VP-00339-O,4.2,2.89,0.77,No,No
340,Truetaste,Truetaste Traditional Dish Soap,T-00340-G,3.71,1.98,3.61,No,No
341,Farmhouse Select,Farmhouse Select Classic Deodorant,FS-00341-L,8.44,3.32,0.27,Yes,No
342,Sunrise Organics,Sunrise Organics Classic Sour Cream,SO-00342-I,4.88,1.84,1.81,No,No
343,Urban Pantry,Urban Pantry Mini Napkins,UP-00343-T,6.97,4.25,1.48,Yes,No
344,Wholesome Co,Wholesome Co Jumbo Frozen Vegetables,WC-00344-G,5.02,3.22,1.78,No,No
345,Sunrise Organics,Sunrise Organics Original Croissants,SO-00345-Z,4.98,2.95,1.1,No,No
346,Natures Best,Natures Best Extra Crunchy Dish Soap,NB-00346-V,2.81,1.45,0.98,No,No
347,Meadowbrook,Meadowbrook Traditional Donuts,M-00347-B,2.99,1.54,0.79,Yes,No
348,Ecoharvest,Ecoharvest Deluxe Paper Towels,E-00348-H,3.92,2.42,3.45,No,No
349,Golden Valley,Golden Valley Deluxe Ice Cream,GV-00349-T,2.03,1.37,2.3,Yes,Yes
350,Natures Best,Natures Best Extra Crunchy Crackers,NB-00350-A,4.53,2.49,0.37,No,No
351,Farmhouse Select,Farmhouse Select Family Size Crackers,FS-00351-I,3.12,2.09,0.87,Yes,No
352,Northern Mills,Northern Mills Extra Crunchy Tilapia,NM-00352-M,12.71,5.26,2.25,Yes,No
353,Meadowbrook,Meadowbrook Classic Pork Chops,M-00353-R,8.21,3.17,2.6,Yes,No
354,Wholesome Co,Wholesome Co Organic Sports Drink,WC-00354-B,2.6,1.46,0.75,Yes,No
355,Sunrise Organics,Sunrise Organics Extra Crunchy Coffee,SO-00355-I,4.09,2.61,2.92,Yes,No
356,Greenleaf,Greenleaf Family Size Ice Cream,G-00356-P,8.69,3.29,1.67,Yes,No
357,Golden Harvest,Golden Harvest Family Size Crackers,GH-00357-M,1.86,1.01,0.77,Yes,No
358,Hilltop Farms,Hilltop Farms Gourmet Salmon Fillet,HF-00358-K,11.93,7.54,1.39,No,No
359,Everyday Basics,Everyday Basics Family Size Potato Chips,EB-00359-D,1.83,0.78,0.98,Yes,No
360,American Classic,American Classic Jumbo Lotion,AC-00360-L,6.17,3.82,0.76,No,No
361,Urban Pantry,Urban Pantry Original Waffles,UP-00361-A,8.49,5.78,2.69,No,No
362,Value Plus,Value Plus Classic Sour Cream,vp-00362-p,1.3,0.55,0.64,Yes,No
363,Premium Choice,Premium Choice Fresh Aluminum Foil,PC-00363-F,5.43,3.42,0.96,No,No
364,Pure Origins,Pure Origins Family Size Tea,PO-00364-G,5.36,2.8,1.9,No,No
365,Value Plus,Value Plus Traditional Ice Cream,VP-00365-A,4.15,2.73,1.56,No,No
366,Pure Origins,Pure Origins Organic Milk,PO-00366-W,4.83,2.06,1.34,Yes,No
367,Truetaste,Truetaste Extra Crunchy Bacon,T-00367-B,11.07,7.12,0.94,No,No
368,Pure Origins,Pure Origins Extra Crunchy Apples,PO-00368-K,1.78,1.1,2.54,No,No
369,Wholesome Co,Wholesome Co Organic Muffins,WC-00369-V,3.09,1.24,0.36,Yes,No
370,Bluepeak,Bluepeak Traditional Donuts,B-00370-F,3.5,2.42,1.38,No,No
371,Greenleaf,Greenleaf Family Size Popcorn,G-00371-J,3.6,1.85,0.39,No,No
372,American Classic,American Classic Original Croissants,AC-00372-E,4.76,1.74,1.08,No,No
373,American Classic,American Classic Fresh Pretzels,AC-00373-D,1.52,0.54,0.44,Yes,No
374,Golden Valley,Golden Valley Lite Onions,GV-00374-R,0.85,2.42,2.22,No,No
375,Bluepeak,Bluepeak Value Pack Rolls,B-00375-P,5.48,2.83,0.75,No,No
376,Crystal Springs,Crystal Springs Jumbo Cookies,CS-00376-B,4.0,2.1,0.24,No,No
377,Heritage Foods,Heritage Foods Traditional Chicken Breast,HF-00377-X,4.09,2.19,3.2,No,No
378,Meadowbrook,Meadowbrook Classic Butter,M-00378-F,6.03,2.19,1.15,Yes,No
379,Greenleaf,Greenleaf Classic Milk,G-00379-F,4.98,2.97,1.11,No,No
380,Heritage Foods,Heritage Foods Mini Bagels,HF-00380-Y,2.31,1.47,1.38,No,No
381,Meadowbrook,Meadowbrook Mini Cheese,M-00381-J,3.22,1.89,1.69,No,Yes
382,Premium Choice,Premium Choice Value Pack Ham,PC-00382-K,6.4,4.42,2.76,Yes,Yes
383,Natures Best,Natures Best Lite Rolls,NB-00383-Q,5.31,2.65,0.92,Yes,No
384,Prime Select,Prime Select Mini Lettuce,PS-00384-S,1.47,0.6,0.72,Yes,No
385,Family Choice,Family Choice Reduced Fat Laundry Detergent,FC-00385-Y,2.98,1.46,1.88,No,No
386,Coastal Fresh,Coastal Fresh Organic Aluminum Foil,cf-00386-k,8.9,4.76,3.97,No,No
387,Prime Select,Prime Select Lite Sausage,PS-00387-Z,6.87,2.43,2.41,Yes,No
388,Pure Origins,Pure Origins Lite Bar Soap,PO-00388-K,4.51,2.45,0.31,No,No
389,Crystal Springs,Crystal Springs Reduced Fat Tomatoes,CS-00389-Z,0.98,0.66,1.13,No,No
390,Pure Origins,Pure Origins Classic Lettuce,PO-00390-C,3.43,1.4,1.59,No,No
391,Sunrise Organics,Sunrise Organics Low Sodium Popcorn,SO-00391-X,4.92,2.33,0.39,No,No
392,Wholesome Co,Wholesome Co Jumbo Tv Dinner,WC-00392-F,6.42,4.29,0.84,No,Yes
393,Golden Valley,Golden Valley Value Pack Soda,GV-00393-H,1.69,1.12,2.23,Yes,No
394,Prime Select,Prime Select Extra Crunchy Ice Cream,PS-00394-L,5.79,6.94,1.38,No,No
395,Bluepeak,Bluepeak Jumbo Bar Soap,B-00395-D,8.93,4.81,0.55,Yes,No
396,Prime Select,Prime Select Lite Cod,PS-00396-U,10.05,6.74,0.95,No,No
397,Silver Creek,Silver Creek Classic Sausage,SC-00397-K,8.13,4.92,0.92,Yes,No
398,Ecoharvest,Ecoharvest Reduced Fat Bread,E-00398-Q,3.25,1.23,0.74,No,No
399,Northern Mills,Northern Mills Extra Crunchy Lotion,NM-00399-L,6.66,3.9,0.46,Yes,No
400,Heritage Foods,Heritage Foods Deluxe Aluminum Foil,HF-00400-T,4.97,2.38,1.46,Yes,No
401,Value Plus,Value Plus Gourmet Sour Cream,VP-00401-N,2.82,1.86,2.49,Yes,No
402,Crystal Springs,Crystal Springs Value Pack Paper Towels,CS-00402-T,9.44,4.05,1.58,Yes,No
403,Truetaste,Truetaste Extra Crunchy Pretzels,T-00403-Z,3.7,1.37,0.29,No,Yes
404,Silver Creek,Silver Creek Deluxe Bottled Water,SC-00404-D,5.67,3.92,2.12,Yes,No
405,Premium Choice,Premium Choice Classic Bottled Water,PC-00405-D,6.64,4.19,2.65,No,No
406,Coastal Fresh,Coastal Fresh Classic Tuna,CF-00406-G,6.73,4.5,2.3,No,No
407,Sunrise Organics,Sunrise Organics Mini Vitamins,so-00407-k,10.42,4.25,0.24,No,No
408,Golden Valley,Golden Valley Family Size Bar Soap,GV-00408-T,11.06,4.03,0.62,No,No
409,Pure Origins,Pure Origins Organic Tilapia,PO-00409-W,6.53,3.55,0.52,Yes,No
410,Everyday Basics,Everyday Basics Family Size Yogurt,EB-00410-G,4.72,3.24,1.79,No,No
411,Hilltop Farms,Hilltop Farms Original Lotion,HF-00411-G,11.57,4.7,0.71,No,No
412,Meadowbrook,Meadowbrook Classic Ham,M-00412-Y,8.65,2.42,1.34,No,Yes
413,Heritage Foods,Heritage Foods Low Sodium Bacon,HF-00413-W,5.93,2.45,1.49,No,Yes
414,Family Choice,Family Choice Traditional Trash Bags,FC-00414-J,8.96,4.96,3.4,No,No
415,Ecoharvest,Ecoharvest Extra Crunchy Dish Soap,E-00415-Y,2.29,0.81,1.76,Yes,No
416,American Classic,American Classic Jumbo Bananas,AC-00416-X,3.71,2.42,2.13,Yes,No
417,Wholesome Co,Wholesome Co Mini Muffins,WC-00417-J,1.52,0.94,0.76,Yes,No
418,Coastal Fresh,Coastal Fresh Classic Juice,CF-00418-V,5.13,2.35,2.02,Yes,No
419,Truetaste,Truetaste Classic Bottled Water,T-00419-V,7.61,3.52,2.94,No,No
420,Coastal Fresh,Coastal Fresh Reduced Fat Carrots,CF-00420-K,1.14,0.75,1.05,Yes,No
421,Bluepeak,Bluepeak Original Muffins,B-00421-N,3.44,2.08,0.5,Yes,No
422,Everyday Basics,Everyday Basics Traditional Cookies,EB-00422-C,4.09,1.91,0.82,No,Yes
423,Greenleaf,Greenleaf Classic Sports Drink,G-00423-S,5.51,2.55,2.36,Yes,No
424,Bluepeak,Bluepeak Reduced Fat Dish Soap,B-00424-J,7.63,3.65,3.33,No,No
425,Pure Origins,Pure Origins Traditional Sausage,PO-00425-C,11.56,4.19,1.31,No,Yes
426,Northern Mills,Northern Mills Classic Waffles,NM-00426-Q,6.75,4.51,1.76,Yes,No
427,Wholesome Co,Wholesome Co Value Pack Milk,WC-00427-R,5.99,3.66,1.76,Yes,No
428,Golden Valley,Golden Valley Traditional Frozen Fries,GV-00428-J,8.33,5.25,2.63,No,No
429,Coastal Fresh,Coastal Fresh Value Pack Cod,CF-00429-L,12.8,8.82,0.55,Yes,No
430,Wholesome Co,Wholesome Co Fresh Donuts,WC-00430-X,3.0,1.59,0.41,Yes,No
431,Truetaste,Truetaste Value Pack Cod,T-00431-Q,14.36,5.94,1.04,No,No
432,Prime Select,Prime Select Family Size Pork Chops,PS-00432-Y,11.62,14.07,1.34,Yes,No
433,American Classic,American Classic Classic Paper Towels,AC-00433-O,4.36,1.63,2.86,No,No
434,Greenleaf,Greenleaf Traditional Chicken Breast,G-00434-A,11.4,7.5,2.88,Yes,No
435,Sunrise Organics,Sunrise Organics Deluxe Deodorant,SO-00435-J,7.37,4.38,0.89,Yes,No
436,Golden Harvest,Golden Harvest Fresh Cod,GH-00436-K,7.15,4.78,1.94,Yes,No
437,Meadowbrook,Meadowbrook Lite Paper Towels,M-00437-K,10.49,4.67,1.34,No,No
438,Value Plus,Value Plus Deluxe Tortilla Chips,VP-00438-U,4.69,1.87,0.5,Yes,Yes
439,Ecoharvest,Ecoharvest Gourmet Frozen Vegetables,E-00439-E,7.36,2.59,2.99,Yes,No
440,Crystal Springs,Crystal Springs Traditional Chicken Breast,CS-00440-O,8.33,3.64,1.38,No,Yes
441,Premium Choice,Premium Choice Extra Crunchy Donuts,PC-00441-Q,2.71,1.09,1.22,Yes,No
442,Ecoharvest,Ecoharvest Original Sour Cream,E-00442-C,3.92,1.75,2.47,Yes,Yes
443,Sunrise Organics,Sunrise Organics Original Sausage,SO-00443-I,3.16,2.06,1.91,No,No
444,Hilltop Farms,Hilltop Farms Mini Vitamins,HF-00444-T,11.33,4.75,0.3,No,No
445,Golden Harvest,Golden Harvest Jumbo Cheese,GH-00445-Z,1.75,1.19,2.32,Yes,No
446,Meadowbrook,Meadowbrook Lite Butter,M-00446-C,5.74,2.61,2.0,Yes,No
447,Sunrise Organics,Sunrise Organics Value Pack Chicken Breast,SO-00447-B,3.24,1.91,1.53,Yes,No
448,Bluepeak,Bluepeak Classic Bread,B-00448-A,3.03,1.49,0.69,Yes,No
449,Value Plus,Value Plus Original Cream,VP-00449-P,2.83,1.48,1.95,Yes,No
450,Greenleaf,Greenleaf Value Pack Bread,G-00450-V,2.92,1.45,1.3,Yes,No
451,Meadowbrook,Meadowbrook Extra Crunchy Tomatoes,M-00451-H,1.43,0.59,1.28,Yes,No
452,Golden Harvest,Golden Harvest Low Sodium Juice,GH-00452-Y,7.17,3.99,2.94,No,No
453,Wholesome Co,Wholesome Co Deluxe Aluminum Foil,WC-00453-A,8.27,4.92,1.61,No,No
454,Golden Valley,Golden Valley Lite Bagels,GV-00454-P,2.12,2.42,0.77,Yes,No
455,Urban Pantry,Urban Pantry Original Salmon Fillet,UP-00455-U,13.51,5.03,1.1,No,No
456,Bluepeak,Bluepeak Mini Bacon,B-00456-W,6.52,2.97,3.07,Yes,No
457,Heritage Foods,Heritage Foods Extra Crunchy Crackers,HF-00457-L,4.89,2.77,0.46,No,Yes
458,Truetaste,Truetaste Extra Crunchy Shampoo,T-00458-V,10.95,5.31,1.18,No,No
459,Natures Best,Natures Best Family Size Shrimp,NB-00459-N,13.64,8.82,1.27,No,No
460,Greenleaf,Greenleaf Original Crab Legs,G-00460-U,14.58,8.97,0.86,No,No
461,Crystal Springs,Crystal Springs Low Sodium Cookies,cs-00461-d,2.03,0.79,0.86,Yes,No
462,Premium Choice,Premium Choice Lite Bagels,PC-00462-J,1.83,1.14,0.8,Yes,No
463,Natures Best,Natures Best Value Pack Frozen Pizza,NB-00463-M,3.8,2.1,2.27,Yes,No
464,Urban Pantry,Urban Pantry Lite Bar Soap,UP-00464-F,5.81,3.1,0.54,Yes,No
465,Heritage Foods,Heritage Foods Deluxe Lotion,HF-00465-N,5.12,2.53,0.49,Yes,No
466,Truetaste,Truetaste Mini Shrimp,T-00466-S,13.75,7.94,2.37,Yes,No
467,Sunrise Organics,Sunrise Organics Fresh Crab Legs,SO-00467-J,8.76,5.65,2.45,Yes,No
468,Crystal Springs,Crystal Springs Jumbo Laundry Detergent,CS-00468-T,2.74,1.48,1.56,Yes,No
469,Farmhouse Select,Farmhouse Select Value Pack Cheese,FS-00469-A,2.57,1.29,1.53,Yes,Yes
470,Wholesome Co,Wholesome Co Lite Sausage,WC-00470-J,11.53,5.39,2.59,Yes,Yes
471,Natures Best,Natures Best Low Sodium Bar Soap,NB-00471-I,5.25,2.2,0.66,Yes,No
472,Urban Pantry,Urban Pantry Jumbo Popcorn,UP-00472-R,1.65,1.15,0.94,Yes,Yes
473,Ecoharvest,Ecoharvest Family Size Ice Cream,E-00473-S,4.88,3.15,0.99,Yes,No
474,Northern Mills,Northern Mills Fresh Potato Chips,NM-00474-C,4.74,2.45,0.76,No,No
475,Heritage Foods,Heritage Foods Lite Tuna,HF-00475-Y,6.27,2.64,1.65,No,No
476,Hilltop Farms,Hilltop Farms Gourmet Bananas,HF-00476-E,3.99,1.42,1.16,Yes,No
477,Northern Mills,Northern Mills Deluxe Muffins,NM-00477-N,3.25,1.95,0.5,No,No
478,Hilltop Farms,Hilltop Farms Mini Juice,HF-00478-I,4.53,2.69,2.85,No,No
479,Ecoharvest,Ecoharvest Classic Muffins,E-00479-V,4.34,1.78,0.6,No,No
480,Value Plus,Value Plus Gourmet Cod,VP-00480-R,15.8,5.86,0.89,No,No
481,Bluepeak,Bluepeak Gourmet Bacon,B-00481-U,4.82,2.66,2.86,No,No
482,Truetaste,Truetaste Jumbo Tomatoes,T-00482-J,1.25,0.57,1.4,Yes,No
483,Bluepeak,Bluepeak Deluxe Carrots,B-00483-L,3.54,1.92,1.32,Yes,No
484,Bluepeak,Bluepeak Jumbo Coffee,B-00484-E,2.06,1.23,2.18,Yes,No
485,Premium Choice,Premium Choice Organic Waffles,PC-00485-P,4.98,2.58,2.62,Yes,Yes
486,Northern Mills,Northern Mills Fresh Sports Drink,nm-00486-w,4.96,2.36,2.57,Yes,No
487,Wholesome Co,Wholesome Co Lite Tomatoes,WC-00487-C,1.87,0.75,1.03,Yes,No
488,Northern Mills,Northern Mills Lite Popcorn,NM-00488-D,1.76,0.95,0.24,Yes,No
489,Bluepeak,Bluepeak Original Trash Bags,B-00489-Y,7.93,3.78,1.63,Yes,No
490,Everyday Basics,Everyday Basics Classic Bread,EB-00490-E,2.29,1.24,1.29,Yes,No
491,Wholesome Co,Wholesome Co Jumbo Lettuce,wc-00491-v,3.49,1.94,1.65,No,No
492,Coastal Fresh,Coastal Fresh Organic Donuts,CF-00492-O,2.1,1.36,1.09,No,No
493,Greenleaf,Greenleaf Extra Crunchy Toothpaste,G-00493-E,5.63,2.48,0.22,Yes,No
494,Urban Pantry,Urban Pantry Family Size Cod,UP-00494-C,13.65,7.31,1.67,No,No
495,Truetaste,Truetaste Lite Cod,T-00495-W,7.76,4.12,1.64,No,No
496,Value Plus,Value Plus Organic Tomatoes,VP-00496-B,3.26,2.22,0.56,Yes,No
497,Natures Best,Natures Best Mini Sausage,NB-00497-F,8.05,2.42,3.15,Yes,No
498,Crystal Springs,Crystal Springs Deluxe Juice,CS-00498-K,1.03,0.52,1.39,Yes,No
499,Wholesome Co,Wholesome Co Reduced Fat Frozen Vegetables,WC-00499-P,8.89,2.42,2.15,No,Yes
500,Crystal Springs,Crystal Springs Value Pack Milk,CS-00500-C,4.61,2.75,1.5,Yes,No
501,Northern Mills,Northern Mills Fresh Shrimp,NM-00501-Z,15.31,2.42,1.2,No,No
502,Greenleaf,Greenleaf Lite Rolls,G-00502-H,4.41,2.93,1.4,No,No
503,Silver Creek,Silver Creek Jumbo Waffles,SC-00503-D,3.94,1.52,2.58,Yes,No
504,Heritage Foods,Heritage Foods Fresh Croissants,HF-00504-O,5.28,3.19,0.75,No,No
505,Coastal Fresh,Coastal Fresh Reduced Fat Sports Drink,CF-00505-M,2.32,1.04,0.89,Yes,No
506,Everyday Basics,Everyday Basics Jumbo Cookies,eb-00506-x,4.84,2.42,0.74,Yes,Yes
507,Coastal Fresh,Coastal Fresh Gourmet Ground Beef,CF-00507-E,5.92,3.76,2.26,No,No
508,Greenleaf,Greenleaf Classic Ham,G-00508-I,9.23,4.81,1.21,No,Yes
509,Prime Select,Prime Select Original Carrots,PS-00509-B,1.32,0.57,1.4,Yes,No
510,Golden Harvest,Golden Harvest Fresh Cream,GH-00510-G,4.06,2.61,2.01,Yes,No
511,Everyday Basics,Everyday Basics Value Pack Aluminum Foil,EB-00511-I,3.81,1.51,1.24,No,No
512,Hilltop Farms,Hilltop Farms Organic Frozen Pizza,HF-00512-W,6.17,3.12,1.83,No,No
513,Northern Mills,Northern Mills Deluxe Laundry Detergent,NM-00513-E,6.96,3.96,1.28,No,No
514,Heritage Foods,Heritage Foods Organic Muffins,HF-00514-G,3.84,2.02,0.56,Yes,No
515,Truetaste,Truetaste Original Paper Towels,T-00515-X,4.62,2.35,1.83,Yes,No
516,Silver Creek,Silver Creek Original Cod,SC-00516-X,15.21,8.37,0.97,Yes,No
517,Truetaste,Truetaste Mini Pretzels,T-00517-V,4.37,2.21,0.76,Yes,No
518,Value Plus,Value Plus Classic Sports Drink,VP-00518-D,3.12,1.75,0.62,No,No
519,Bluepeak,Bluepeak Family Size Vitamins,B-00519-M,6.67,2.49,0.57,No,No
520,Golden Valley,Golden Valley Organic Tea,GV-00520-Q,6.14,3.05,1.12,Yes,No
521,Ecoharvest,Ecoharvest Value Pack Ice Cream,E-00521-B,2.2,0.88,1.81,Yes,No
522,Silver Creek,Silver Creek Fresh Pork Chops,SC-00522-D,5.66,3.47,3.37,Yes,Yes
523,Truetaste,Truetaste Lite Butter,T-00523-R,5.26,1.93,2.08,Yes,No
524,Sunrise Organics,Sunrise Organics Mini Muffins,SO-00524-N,4.0,2.39,1.09,No,No
525,Value Plus,Value Plus Extra Crunchy Lettuce,VP-00525-Q,1.02,0.38,0.8,No,No
526,Bluepeak,Bluepeak Low Sodium Cod,B-00526-J,9.57,4.22,0.53,Yes,No
527,Silver Creek,Silver Creek Mini Cod,sc-00527-x,14.25,7.38,0.63,No,No
528,Truetaste,Truetaste Classic Juice,T-00528-B,5.06,2.31,2.23,No,No
529,American Classic,American Classic Jumbo Sports Drink,AC-00529-U,3.3,1.81,1.0,Yes,No
530,American Classic,American Classic Value Pack Sports Drink,AC-00530-F,5.71,2.5,1.55,Yes,No
531,Golden Harvest,Golden Harvest Deluxe Ham,GH-00531-R,8.01,3.3,3.14,Yes,No
532,Bluepeak,Bluepeak Reduced Fat Popcorn,B-00532-A,4.45,2.09,0.53,Yes,No
533,Everyday Basics,Everyday Basics Family Size Frozen Vegetables,EB-00533-B,7.56,2.72,1.85,Yes,Yes
534,Greenleaf,Greenleaf Extra Crunchy Ground Beef,G-00534-T,5.02,2.53,1.85,No,No
535,Meadowbrook,Meadowbrook Fresh Salmon Fillet,M-00535-O,4.4,1.66,1.07,No,No
536,Everyday Basics,Everyday Basics Lite Paper Towels,EB-00536-K,2.14,1.22,1.14,No,No
537,Pure Origins,Pure Origins Original Apples,po-00537-r,2.23,1.49,0.62,Yes,No
538,Wholesome Co,Wholesome Co Mini Carrots,WC-00538-B,1.76,2.06,2.74,Yes,No
539,Truetaste,Truetaste Deluxe Rolls,T-00539-B,2.34,1.61,0.82,No,No
540,American Classic,American Classic Reduced Fat Cookies,AC-00540-F,2.49,0.93,0.59,No,No
541,Value Plus,Value Plus Original Carrots,VP-00541-P,2.36,1.24,1.08,No,No
542,Urban Pantry,Urban Pantry Family Size Pretzels,UP-00542-Z,2.32,1.03,0.51,No,No
543,Value Plus,Value Plus Lite Pork Chops,VP-00543-E,10.28,4.71,1.15,No,No
